,DOI,Title,Source title,PubYear,Times cited,pharmaceuticals,pharm
109,10.1016/j.jhazmat.2020.122852,"impact of biochar amendment on the uptake, fate and bioavailability of pharmaceuticals in soil-radish systems",journal of hazardous materials,2020,17,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estradiol', 'estrone', 'lamotrigine', 'lincomycin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",caffeine
110,10.1016/j.scitotenv.2017.04.002,effects of 18 pharmaceuticals on the physiological diversity of edaphic microorganisms,the science of the total environment,2017,44,"['nadolol', 'sulfamethoxazole', 'tetracycline', 'trimethoprim']",trimethoprim
111,10.1016/j.ecoenv.2019.110022,"occurrence and human health risk assessment of pharmaceuticals and personal care products in real agricultural systems with long-term reclaimed wastewater irrigation in beijing, china",ecotoxicology and environmental safety,2019,41,"['sulfamethazine', 'sulfamethoxazole', 'sulfisoxazole', 'triclosan', 'trimethoprim']",trimethoprim
112,10.1016/j.scitotenv.2018.08.053,uptake and bioaccumulation of three widely prescribed pharmaceutically active compounds in tomato fruits and mediated effects on fruit quality attributes,the science of the total environment,2018,25,"['diclofenac', 'sulfamethoxazole', 'trimethoprim']",trimethoprim
113,10.1021/acs.jafc.7b04355,uptake and accumulation of pharmaceuticals in overhead- and surface-irrigated greenhouse lettuce,journal of agricultural and food chemistry,2018,25,"['caffeine', 'carbamazepine', 'monensin', 'sulfadiazine', 'sulfamethoxazole', 'trimethoprim', 'tylosin']",trimethoprim
114,10.1016/j.scitotenv.2018.05.221,removal of selected pharmaceuticals and personal care products in reclaimed water during simulated managed aquifer recharge,the science of the total environment,2018,21,"['atenolol', 'carbamazepine', 'lincomycin', 'primidone', 'propranolol', 'sulfamethazine', 'trimethoprim']",trimethoprim
115,10.1016/j.geoderma.2020.114498,"occurrence, fate and environmental risk assessment of pharmaceutical compounds in soils amended with organic wastes",geoderma,2020,21,"['carbamazepine', 'ciprofloxacin', 'diclofenac', 'norfloxacin', 'ofloxacin', 'sulfadiazine', 'sulfamethoxazole', 'sulfamethoxypyridazine', 'trimethoprim', 'tylosin']",trimethoprim
116,10.1016/j.jhazmat.2020.122852,"impact of biochar amendment on the uptake, fate and bioavailability of pharmaceuticals in soil-radish systems",journal of hazardous materials,2020,17,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estradiol', 'estrone', 'lamotrigine', 'lincomycin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",trimethoprim
117,10.1016/j.chemosphere.2020.126403,use of biochar to produce reclaimed water for irrigation use,chemosphere,2020,17,"['caffeine', 'carbamazepine', 'diphenhydramine', 'fluoxetine', 'meprobamate', 'primidone', 'sulfamethoxazole', 'trimethoprim']",trimethoprim
118,10.1016/j.chemosphere.2019.124553,investigation of pharmaceutical and personal care product interactions of soil and beets (beta vulgaris l.) under the effect of wastewater reuse,chemosphere,2019,16,"['bisoprolol', 'caffeine', 'clarithromycin', 'metoprolol', 'sulfamethoxazole', 'trimethoprim']",trimethoprim
119,10.1007/s40093-018-0202-1,assessing the presence of pharmaceuticals in soil and plants irrigated with treated wastewater in oman,international journal of recycling of organic waste in agriculture,2018,14,"['amoxicillin', 'ibuprofen', 'sulfamethoxazole', 'trimethoprim']",trimethoprim
120,10.1016/j.teac.2021.e00125,occurrence of pharmaceuticals and their metabolites in sewage sludge and soil: a review on their distribution and environmental risk assessment,trends in environmental analytical chemistry,2021,27,"['ciprofloxacin', 'estradiol', 'ofloxacin', 'triclocarban', 'triclosan']",estradiol
121,10.1016/j.chemosphere.2019.124515,biosorption of pharmaceutical products by mushroom stem waste,chemosphere,2019,23,"['estradiol', 'paracetamol']",estradiol
122,10.1016/j.jhazmat.2020.122852,"impact of biochar amendment on the uptake, fate and bioavailability of pharmaceuticals in soil-radish systems",journal of hazardous materials,2020,17,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estradiol', 'estrone', 'lamotrigine', 'lincomycin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",estradiol
123,10.1016/j.scitotenv.2019.133850,prioritizing environmental risks of pharmaceuticals and personal care products in reclaimed water on urban green space in beijing,the science of the total environment,2019,15,"['estradiol', 'medroxyprogesterone', 'medroxyprogesterone acetate', 'megestrol', 'megestrol acetate', 'ofloxacin', 'progesterone', 'roxithromycin', 'sulfamethoxazole']",estradiol
124,10.1016/j.cej.2017.05.148,influence of the cell design in the electroremoval of ppcps from soil slurry,chemical engineering journal,2017,12,['estradiol'],estradiol
125,10.1007/s11356-017-8836-5,effects of applying biosolids to soils on the adsorption and bioavailability of 17α-ethinylestradiol and triclosan in wheat plants,environmental science and pollution research,2017,11,"['estradiol', 'triclosan']",estradiol
126,10.1002/ep.13142,mycoremediation of 17 β‐estradiol using trichoderma citrinoviride strain ajac3 along with enzyme studies,environmental progress & sustainable energy,2019,10,['estradiol'],estradiol
127,10.1016/j.jhazmat.2020.124304,electro-bioremediation of a mixture of structurally different contaminants of emerging concern: uncovering electrokinetic contribution,journal of hazardous materials,2020,9,"['caffeine', 'carbamazepine', 'diclofenac', 'estradiol', 'ibuprofen', 'sulfamethoxazole', 'triclosan']",estradiol
128,10.1016/j.chemosphere.2020.125976,critical study of crop-derived biochars for soil amendment and pharmaceutical ecotoxicity reduction,chemosphere,2020,8,"['caffeine', 'carbamazepine', 'estradiol']",estradiol
129,10.26850/1678-4618eqj.v44.1.2019.p40-52,electrochemical remediation of industrial pharmaceutical wastewater containing hormones in a pilot scale treatment system,eclética química,2019,8,['estradiol'],estradiol
130,10.1016/j.scitotenv.2019.136118,a review of the occurrence of selected micropollutants and microorganisms in different raw and treated manure – environmental risk due to antibiotics after application to soil,the science of the total environment,2019,66,"['chlortetracycline', 'enrofloxacin', 'ofloxacin', 'oxytetracycline', 'sulfamethazine', 'tetracycline']",oxytetracycline
131,10.1007/s00216-017-0815-7,a new approach for the extraction of tetracyclines from soil matrices: application of the microwave-extraction technique,analytical and bioanalytical chemistry,2018,17,"['chlortetracycline', 'oxytetracycline', 'tetracycline']",oxytetracycline
132,10.1016/j.jhazmat.2020.122852,"impact of biochar amendment on the uptake, fate and bioavailability of pharmaceuticals in soil-radish systems",journal of hazardous materials,2020,17,"['acetaminophen', 'caffeine', 'carbadox', 'carbamazepine', 'estradiol', 'estrone', 'lamotrigine', 'lincomycin', 'oxytetracycline', 'sulfadiazine', 'sulfamethoxazole', 'tetracycline', 'triclosan', 'trimethoprim', 'tylosin']",oxytetracycline
133,10.1016/j.biortech.2020.123782,biochar affects the dissipation of antibiotics and abundance of antibiotic resistance genes in pig manure,bioresource technology,2020,16,"['ciprofloxacin', 'florfenicol', 'ofloxacin', 'oxytetracycline', 'sulfamethazine', 'tetracycline']",oxytetracycline
134,10.3390/molecules25020249,uv/vis light induced degradation of oxytetracycline hydrochloride mediated by co-tio2 nanoparticles,molecules,2020,15,"['oxytetracycline', 'tetracycline', 'tetracycline hydrochloride']",oxytetracycline
135,10.2134/jeq2016.04.0152,transformation of sulfonamides and tetracyclines during anaerobic fermentation of liquid manure,journal of environmental quality,2017,13,"['chlortetracycline', 'doxycycline', 'oxytetracycline', 'sulfachloropyridazine', 'sulfadiazine', 'sulfadimethoxine', 'sulfaguanidine', 'sulfamerazine', 'sulfamethazine', 'sulfamethoxazole', 'sulfamethoxypyridazine', 'sulfapyridine', 'sulfathiazole', 'tetracycline']",oxytetracycline
136,10.1016/j.jece.2021.106015,performance improvement of the photocatalytic process for the degradation of pharmaceutical compounds using new pom/polymer photocatalysts,journal of environmental chemical engineering,2021,11,"['ciprofloxacin', 'erythromycin', 'ibuprofen', 'ofloxacin', 'oxytetracycline', 'tetracycline']",oxytetracycline
137,10.3103/s1063455x1701009x,estimation of residual antibiotics in soil and underground water of areas affected by pharmaceutical wastewater in lahore,journal of water chemistry and technology,2017,9,"['ciprofloxacin', 'doxycycline', 'levofloxacin', 'ofloxacin', 'oxytetracycline', 'tetracycline']",oxytetracycline
138,10.2134/jeq2018.06.0233,transport of potential manure hormone and pharmaceutical contaminants through intact soil columns,journal of environmental quality,2019,7,"['flunixin', 'oxytetracycline', 'progesterone', 'sulfadimethoxine', 'sulfonamide ', 'tetracycline', 'triclosan']",oxytetracycline
139,10.1080/03601234.2017.1330069,"transport of oxytetracycline, chlortetracycline, and ivermectin in surface runoff from irrigated pasture",journal of environmental science and health part b,2017,6,"['chlortetracycline', 'ivermectin', 'oxytetracycline', 'tetracycline']",oxytetracycline
140,10.1016/j.scitotenv.2018.10.224,uptake and accumulation of emerging contaminants in soil and plant treated with wastewater under real-world environmental conditions in the al hayer area (saudi arabia),the science of the total environment,2018,58,"['atenolol', 'caffeine', 'carbamazepine', 'diazinon', 'gemfibrozil', 'ibuprofen', 'naproxen']",atenolol
141,10.1007/s11356-019-04333-9,"root uptake of atenolol, sulfamethoxazole and carbamazepine, and their transformation in three soils and four plants",environmental science and pollution research,2019,39,"['atenolol', 'carbamazepine', 'sulfamethoxazole']",atenolol
142,10.1016/j.scitotenv.2018.04.212,sorption of pharmaceuticals to soil organic matter in a constructed wetland by electrostatic interaction,the science of the total environment,2018,38,"['atenolol', 'carbamazepine', 'ibuprofen']",atenolol
143,10.1016/j.ecoenv.2020.110171,"uptake of atenolol, carbamazepine and triclosan by crops irrigated with reclaimed water in a mediterranean scenario",ecotoxicology and environmental safety,2020,26,"['atenolol', 'carbamazepine', 'triclosan']",atenolol
144,10.1016/j.scitotenv.2018.05.221,removal of selected pharmaceuticals and personal care products in reclaimed water during simulated managed aquifer recharge,the science of the total environment,2018,21,"['atenolol', 'carbamazepine', 'lincomycin', 'primidone', 'propranolol', 'sulfamethazine', 'trimethoprim']",atenolol
145,10.1016/j.chroma.2018.08.034,multi-residue analysis of chiral and achiral trace organic contaminants in soil by accelerated solvent extraction and enantioselective liquid chromatography tandem–mass spectrometry,journal of chromatography a,2018,18,"['amphetamine', 'atenolol', 'carbamazepine', 'fluoxetine', 'pheniramine', 'propranolol', 'salbutamol', 'triclocarban', 'vancomycin']",atenolol
146,10.2478/johh-2020-0001,"uptake, translocation and transformation of three pharmaceuticals in green pea plants",journal of hydrology and hydromechanics,2020,15,"['atenolol', 'atenolol acid', 'carbamazepine', 'oxcarbazepine', 'sulfamethoxazole']",atenolol
147,10.17221/82/2018-swr,"sorption of atenolol, sulfamethoxazole and carbamazepine onto soil aggregates from the illuvial horizon of the haplic luvisol on loess",soil and water research,2018,13,"['atenolol', 'carbamazepine', 'sulfamethoxazole']",atenolol
148,10.1007/s11356-020-10868-z,removal efficiency of emerging micropollutants in biofilter wastewater treatment plants in tropical areas,environmental science and pollution research,2020,10,"['acetaminophen', 'atenolol', 'benzoylecgonine', 'caffeine', 'cannabinol', 'ethylparaben', 'furosemide', 'hydroxyibuprofen', 'ibuprofen', 'ketoprofen', 'methylparaben', 'naproxen', 'paracetamol']",atenolol
149,10.1016/j.envpol.2020.114364,enantiospecific behaviour of chiral drugs in soil,environmental pollution,2020,10,"['acebutolol', 'amphetamine', 'atenolol', 'bisoprolol', 'citalopram', 'fluoxetine', 'ibuprofen', 'metoprolol', 'naproxen', 'pheniramine', 'propranolol', 'salbutamol']",atenolol
150,10.1016/j.scitotenv.2018.10.224,uptake and accumulation of emerging contaminants in soil and plant treated with wastewater under real-world environmental conditions in the al hayer area (saudi arabia),the science of the total environment,2018,58,"['atenolol', 'caffeine', 'carbamazepine', 'diazinon', 'gemfibrozil', 'ibuprofen', 'naproxen']",gemfibrozil
151,10.1016/j.scitotenv.2019.02.279,sorption and degradation of contaminants of emerging concern in soils under aerobic and anaerobic conditions,the science of the total environment,2019,53,"['carbamazepine', 'chlorothiazide', 'diclofenac', 'gemfibrozil', 'hydrochlorothiazide', 'ibuprofen', 'nadolol', 'sulfamethizole', 'sulfamethoxazole']",gemfibrozil
152,10.1016/j.watres.2017.08.041,impact of inoculum sources on biotransformation of pharmaceuticals and personal care products,water research,2017,35,"['diclofenac', 'gabapentin', 'gemfibrozil', 'ibuprofen', 'triclosan']",gemfibrozil
153,10.1016/j.scitotenv.2018.11.249,a review of selected microcontaminants and microorganisms in land runoff and tile drainage in treated sludge-amended soils,the science of the total environment,2018,21,"['acetaminophen', 'carbamazepine', 'gemfibrozil', 'ibuprofen', 'naproxen', 'sulfamethoxazole', 'triclocarban', 'triclosan']",gemfibrozil
154,10.1016/j.scitotenv.2017.12.243,mobility of pharmaceutical and personal care products in lime amended wastewater biosolids,the science of the total environment,2017,19,"['carbamazepine', 'erythromycin', 'fluoxetine', 'gemfibrozil', 'naproxen', 'triclosan']",gemfibrozil
155,10.1080/09593330.2018.1499810,biodegradation of pharmaceuticals and personal care products in the sequential combination of activated sludge treatment and soil aquifer treatment,environmental technology,2018,17,"['carbamazepine', 'clofibric acid', 'crotamiton', 'gemfibrozil', 'ketoprofen', 'naproxen']",gemfibrozil
156,10.1007/s10532-019-09871-0,impact of primary carbon sources on microbiome shaping and biotransformation of pharmaceuticals and personal care products,biodegradation,2019,13,"['diclofenac', 'gemfibrozil', 'ibuprofen', 'triclosan']",gemfibrozil
157,10.1016/j.envpol.2021.116532,modeling the fate and human health impacts of pharmaceuticals and personal care products in reclaimed wastewater irrigation for agriculture,environmental pollution,2021,8,"['carbamazepine', 'fluoxetine', 'gemfibrozil', 'naproxen', 'triclosan']",gemfibrozil
158,10.1016/j.scitotenv.2018.06.120,fate of five pharmaceuticals under different infiltration conditions for managed aquifer recharge,the science of the total environment,2018,7,"['carbamazepine', 'diclofenac', 'fenoprofen', 'gemfibrozil', 'naproxen']",gemfibrozil
159,10.1016/j.scitotenv.2020.144102,mobility of contaminants of emerging concern in soil column experiments,the science of the total environment,2020,4,"['carbamazepine', 'chlorothiazide', 'diclofenac', 'gemfibrozil', 'hydrochlorothiazide', 'ibuprofen', 'nadolol', 'sulfamethizole', 'sulfamethoxazole', 'sulfamethoxypyridazine']",gemfibrozil
160,10.1016/j.scitotenv.2018.05.403,"diclofenac, carbamazepine and triclocarban biodegradation in agricultural soils and the microorganisms and metabolic pathways affected",the science of the total environment,2018,64,"['carbamazepine', 'diclofenac', 'triclocarban']",triclocarban
161,10.1016/j.scitotenv.2018.12.145,"carbamazepine, triclocarban and triclosan biodegradation and the phylotypes and functional genes associated with xenobiotic degradation in four agricultural soils",the science of the total environment,2018,44,"['carbamazepine', 'triclocarban', 'triclosan']",triclocarban
162,10.1016/j.teac.2021.e00125,occurrence of pharmaceuticals and their metabolites in sewage sludge and soil: a review on their distribution and environmental risk assessment,trends in environmental analytical chemistry,2021,27,"['ciprofloxacin', 'estradiol', 'ofloxacin', 'triclocarban', 'triclosan']",triclocarban
163,10.1016/j.scitotenv.2018.11.249,a review of selected microcontaminants and microorganisms in land runoff and tile drainage in treated sludge-amended soils,the science of the total environment,2018,21,"['acetaminophen', 'carbamazepine', 'gemfibrozil', 'ibuprofen', 'naproxen', 'sulfamethoxazole', 'triclocarban', 'triclosan']",triclocarban
164,10.1016/j.chroma.2018.08.034,multi-residue analysis of chiral and achiral trace organic contaminants in soil by accelerated solvent extraction and enantioselective liquid chromatography tandem–mass spectrometry,journal of chromatography a,2018,18,"['amphetamine', 'atenolol', 'carbamazepine', 'fluoxetine', 'pheniramine', 'propranolol', 'salbutamol', 'triclocarban', 'vancomycin']",triclocarban
165,10.1016/j.scitotenv.2019.133782,effects of triclosan and triclocarban on denitrification and n2o emissions in paddy soil,the science of the total environment,2019,9,"['triclocarban', 'triclosan']",triclocarban
166,10.1080/03601234.2020.1807264,"impact of biochar on plant growth and uptake of ciprofloxacin, triclocarban and triclosan from biosolids",journal of environmental science and health part b,2020,6,"['ciprofloxacin', 'ofloxacin', 'triclocarban', 'triclosan']",triclocarban
167,10.1016/j.scitotenv.2020.143700,a preliminary study on the ecotoxic potency of wastewater treatment plant sludge combining passive sampling and bioassays,the science of the total environment,2020,3,"['triclocarban', 'triclosan']",triclocarban
168,10.1016/bs.agron.2020.06.006,comparative assessment of the risks associated with use of manure and sewage sludge in danish agriculture,advances in agronomy,2020,2,['triclocarban'],triclocarban
169,10.1007/s00128-019-02655-5,new insights into dose- and time-dependent response of five typical ppcps on soil microbial respiration,bulletin of environmental contamination and toxicology,2019,2,"['carbamazepine', 'ciprofloxacin', 'doxycycline', 'ofloxacin', 'sulfadimidine', 'triclocarban']",triclocarban
170,10.1016/j.scitotenv.2018.05.366,analysis of pharmaceutical biodegradation of wwtp sludge using composting and identification of certain microorganisms involved in the process,the science of the total environment,2018,32,"['azithromycin', 'benzylpenicillin', 'citalopram', 'fluconazole', 'fluoxetine', 'ibuprofen', 'irbesartan', 'olanzapine', 'telmisartan', 'venlafaxine']",fluoxetine
171,10.1016/j.scitotenv.2017.12.243,mobility of pharmaceutical and personal care products in lime amended wastewater biosolids,the science of the total environment,2017,19,"['carbamazepine', 'erythromycin', 'fluoxetine', 'gemfibrozil', 'naproxen', 'triclosan']",fluoxetine
172,10.1021/acs.est.8b05515,effects of binary mixtures and transpiration on accumulation of pharmaceuticals by spinach,environmental science and technology,2019,19,"['amitriptyline ', 'carbamazepine', 'fluoxetine', 'lamotrigine']",fluoxetine
173,10.1016/j.chroma.2018.08.034,multi-residue analysis of chiral and achiral trace organic contaminants in soil by accelerated solvent extraction and enantioselective liquid chromatography tandem–mass spectrometry,journal of chromatography a,2018,18,"['amphetamine', 'atenolol', 'carbamazepine', 'fluoxetine', 'pheniramine', 'propranolol', 'salbutamol', 'triclocarban', 'vancomycin']",fluoxetine
174,10.1016/j.chemosphere.2020.126403,use of biochar to produce reclaimed water for irrigation use,chemosphere,2020,17,"['caffeine', 'carbamazepine', 'diphenhydramine', 'fluoxetine', 'meprobamate', 'primidone', 'sulfamethoxazole', 'trimethoprim']",fluoxetine
175,10.1016/j.envpol.2020.114364,enantiospecific behaviour of chiral drugs in soil,environmental pollution,2020,10,"['acebutolol', 'amphetamine', 'atenolol', 'bisoprolol', 'citalopram', 'fluoxetine', 'ibuprofen', 'metoprolol', 'naproxen', 'pheniramine', 'propranolol', 'salbutamol']",fluoxetine
176,10.1016/j.envpol.2021.116532,modeling the fate and human health impacts of pharmaceuticals and personal care products in reclaimed wastewater irrigation for agriculture,environmental pollution,2021,8,"['carbamazepine', 'fluoxetine', 'gemfibrozil', 'naproxen', 'triclosan']",fluoxetine
177,10.1016/j.scitotenv.2020.140698,"trace organic contaminants in field-scale cultivated alfalfa, soil, and pore water after 10 years of irrigation with reclaimed wastewater",the science of the total environment,2020,7,"['caffeine', 'carbamazepine', 'diphenhydramine', 'fluoxetine', 'primidone', 'trimethoprim']",fluoxetine
178,10.2134/urbanag2018.12.0005,relating pharmaceuticals and personal care products in biosolids to home exposure,urban agriculture & regional food systems,2019,5,"['acetaminophen', 'azithromycin', 'ciprofloxacin', 'erythromycin', 'fluoxetine', 'ibuprofen', 'ofloxacin', 'sulfamethoxazole', 'triclosan']",fluoxetine
179,10.1002/etc.5013,susceptibility of folsomia candida to agrochemicals after multigenerational exposure to human pharmaceuticals,environmental toxicology and chemistry,2021,2,"['carbamazepine', 'fluoxetine']",fluoxetine
180,10.1016/j.scitotenv.2019.135021,"pharmaceuticals, pesticides, personal care products and microplastics contamination assessment of al-hassa irrigation network (saudi arabia) and its shallow lakes",the science of the total environment,2019,75,"['atorvastatin', 'caffeine', 'diazinon', 'diclofenac', 'lorazepam', 'metformin', 'ofloxacin', 'paracetamol', 'salicylic acid', 'tramadol']",salicylic acid
181,10.1016/j.envpol.2020.116353,pharmaceuticals and personal care products in a mediterranean coastal wetland: impact of anthropogenic and spatial factors and environmental risk assessment,environmental pollution,2020,33,"['caffeine', 'diclofenac', 'furosemide', 'ibuprofen', 'metformin', 'salicylic acid', 'tramadol']",salicylic acid
182,10.3390/molecules23061296,"changes in photosynthetic pigments, total phenolic content, and antioxidant activity of salvia coccinea buc’hoz ex etl. induced by exogenous salicylic acid and soil salinity",molecules,2018,25,['salicylic acid'],salicylic acid
183,10.1016/j.plaphy.2019.05.002,"salinity-induced modifications on growth, physiology and 20-hydroxyecdysone levels in brazilian-ginseng [pfaffia glomerata (spreng.) pedersen]",plant physiology and biochemistry,2019,7,['salicylic acid'],salicylic acid
184,10.1016/j.scitotenv.2021.152864,"pharmaceutical residues in digested sewage sludge: occurrence, seasonal variation and risk assessment for soil",the science of the total environment,2022,4,"['acetylsalicylic acid', 'atenolol', 'azithromycin', 'clarithromycin', 'doxycycline', 'erythromycin', 'salicylic acid', 'sulfamethoxazole']",salicylic acid
185,10.3126/jist.v24i1.24628,screening and optimization of thermo-tolerant bacillus sp. for amylase production and antifungal activity,journal of institute of science and technology,2019,4,['salicylic acid'],salicylic acid
186,10.1016/j.talanta.2021.122302,development of a quechers-based method for the analysis of pharmaceuticals and personal care products in lettuces grown in field-scale agricultural plots irrigated with reclaimed water,talanta,2021,4,"['carbamazepine', 'diclofenac', 'nalidixic acid', 'salicylic acid', 'venlafaxine']",salicylic acid
187,10.1186/s12302-020-00323-8,development of a test method for transformation of veterinary pharmaceuticals and biocides in anaerobic liquid manure,environmental sciences europe,2020,4,"['paracetamol', 'salicylic acid']",salicylic acid
188,10.1002/agg2.20022,emerging contaminants uptake by an ultisol and a vertisol from puerto rico,agrosystems geosciences & environment,2020,4,"['caffeine', 'carbamazepine', 'clofibric acid', 'naproxen', 'salicylic acid']",salicylic acid
189,10.5530/ijpi.2019.4.32,production and optimization of xylanase enzyme from bacillus subtilis using agricultural wastes by solid state fermentation,international journal of pharmaceutical investigation,2019,2,['salicylic acid'],salicylic acid
190,10.1016/j.scitotenv.2017.12.243,mobility of pharmaceutical and personal care products in lime amended wastewater biosolids,the science of the total environment,2017,19,"['carbamazepine', 'erythromycin', 'fluoxetine', 'gemfibrozil', 'naproxen', 'triclosan']",erythromycin
191,10.1016/j.jece.2021.106015,performance improvement of the photocatalytic process for the degradation of pharmaceutical compounds using new pom/polymer photocatalysts,journal of environmental chemical engineering,2021,11,"['ciprofloxacin', 'erythromycin', 'ibuprofen', 'ofloxacin', 'oxytetracycline', 'tetracycline']",erythromycin
192,10.1016/j.scitotenv.2020.138296,measuring the occurrence of antibiotics in surface water adjacent to cattle grazing areas using passive samplers,the science of the total environment,2020,9,"['erythromycin', 'lincomycin', 'monensin', 'sulfadiazine', 'sulfadimethoxine', 'sulfamerazine', 'sulfamethoxazole', 'trimethoprim']",erythromycin
193,10.1016/j.envpol.2021.116433,analysis and occurrence of macrolide residues in stream sediments and underlying alluvial aquifer downstream from a pharmaceutical plant,environmental pollution,2021,5,"['azithromycin', 'clarithromycin', 'erythromycin']",erythromycin
194,10.2134/urbanag2018.12.0005,relating pharmaceuticals and personal care products in biosolids to home exposure,urban agriculture & regional food systems,2019,5,"['acetaminophen', 'azithromycin', 'ciprofloxacin', 'erythromycin', 'fluoxetine', 'ibuprofen', 'ofloxacin', 'sulfamethoxazole', 'triclosan']",erythromycin
195,10.1007/s10661-022-09754-7,effects of pharmaceuticals on the nitrogen cycle in water and soil: a review,environmental monitoring and assessment,2022,4,"['amoxicillin', 'chlortetracycline', 'ciprofloxacin', 'clarithromycin', 'enrofloxacin', 'erythromycin', 'narasin', 'norfloxacin', 'ofloxacin', 'sulfamethazine', 'tetracycline']",erythromycin
196,10.1016/j.scitotenv.2021.152864,"pharmaceutical residues in digested sewage sludge: occurrence, seasonal variation and risk assessment for soil",the science of the total environment,2022,4,"['acetylsalicylic acid', 'atenolol', 'azithromycin', 'clarithromycin', 'doxycycline', 'erythromycin', 'salicylic acid', 'sulfamethoxazole']",erythromycin
197,10.1007/978-3-030-24962-5_10,"polluted wastewater for irrigation in the mezquital valley, mexico",water science and technology library,2019,2,"['diclofenac', 'erythromycin', 'ibuprofen', 'naproxen', 'trimethoprim']",erythromycin
198,10.1016/j.scitotenv.2021.146329,assessing the effect of treated erythromycin fermentation residue on antibiotic resistome in soybean planting soil: in situ field study,the science of the total environment,2021,2,"['erythromycin', 'tetracycline']",erythromycin
199,10.1016/j.scitotenv.2021.151525,"the dissemination of antibiotics and their corresponding resistance genes in treated effluent-soil-crops continuum, and the effect of barriers",the science of the total environment,2021,1,"['amoxicillin', 'chlortetracycline', 'erythromycin', 'ofloxacin', 'oxytetracycline', 'sulfamethoxazole', 'tetracycline']",erythromycin
200,10.1016/j.chemosphere.2017.01.069,toxicity of four veterinary pharmaceuticals on the survival and reproduction of folsomia candida in tropical soils,chemosphere,2017,22,"['closantel', 'ivermectin']",ivermectin
201,10.1016/j.geoderma.2018.09.030,"multigenerational exposure of folsomia candida to ivermectin – using avoidance, survival, reproduction, size and cellular markers as endpoints",geoderma,2019,18,['ivermectin'],ivermectin
202,10.1080/03601234.2017.1330069,"transport of oxytetracycline, chlortetracycline, and ivermectin in surface runoff from irrigated pasture",journal of environmental science and health part b,2017,6,"['chlortetracycline', 'ivermectin', 'oxytetracycline', 'tetracycline']",ivermectin
203,10.1016/j.ecoenv.2019.109489,aerobic dissipation of avermectins and moxidectin in subtropical soils and dissipation of abamectin in a field study,ecotoxicology and environmental safety,2019,3,"['abamectin', 'doramectin', 'eprinomectin', 'ivermectin', 'moxidectin']",ivermectin
204,10.1186/s12302-021-00513-y,sorption of selected antiparasitics in soils and sediments,environmental sciences europe,2021,2,"['abamectin', 'doramectin', 'ivermectin', 'moxidectin']",ivermectin
205,10.1007/s11270-022-05744-0,effects of avermectins on the environment based on its toxicity to plants and soil invertebrates—a review,"water, air, & soil pollution",2022,0,"['abamectin', 'doramectin', 'emamectin', 'eprinomectin', 'ivermectin']",ivermectin
206,10.3389/fenvs.2022.940975,environmental and ecotoxicological effects of drugs used for the treatment of covid 19,frontiers in environmental science,2022,0,"['azithromycin', 'dexamethasone', 'hydroxychloroquine', 'ivermectin', 'lopinavir', 'ritonavir']",ivermectin
207,10.24018/ejvetmed.2022.2.2.22,assessment of acaricidal efficacy of ivermectin against ectoparasitic skin lesions in goats,european journal of veterinary medicine,2022,0,['ivermectin'],ivermectin
208,10.4103/1995-7645.243085,helen keller international and its contribution to elimination of neglected tropical diseases,asian pacific journal of tropical medicine,2018,0,['ivermectin'],ivermectin
209,10.1016/j.scitotenv.2019.136118,a review of the occurrence of selected micropollutants and microorganisms in different raw and treated manure – environmental risk due to antibiotics after application to soil,the science of the total environment,2019,66,"['chlortetracycline', 'enrofloxacin', 'ofloxacin', 'oxytetracycline', 'sulfamethazine', 'tetracycline']",sulfamethazine
210,10.1128/aem.00989-17,novel antibiotic resistance determinants from agricultural soil exposed to antibiotics widely used in human medicine and animal farming,applied and environmental microbiology,2017,50,"['chlortetracycline', 'sulfamethazine', 'tetracycline', 'tylosin']",sulfamethazine
211,10.1016/j.ecoenv.2019.110022,"occurrence and human health risk assessment of pharmaceuticals and personal care products in real agricultural systems with long-term reclaimed wastewater irrigation in beijing, china",ecotoxicology and environmental safety,2019,41,"['sulfamethazine', 'sulfamethoxazole', 'sulfisoxazole', 'triclosan', 'trimethoprim']",sulfamethazine
212,10.1016/j.scitotenv.2018.05.221,removal of selected pharmaceuticals and personal care products in reclaimed water during simulated managed aquifer recharge,the science of the total environment,2018,21,"['atenolol', 'carbamazepine', 'lincomycin', 'primidone', 'propranolol', 'sulfamethazine', 'trimethoprim']",sulfamethazine
213,10.1016/j.biortech.2020.123782,biochar affects the dissipation of antibiotics and abundance of antibiotic resistance genes in pig manure,bioresource technology,2020,16,"['ciprofloxacin', 'florfenicol', 'ofloxacin', 'oxytetracycline', 'sulfamethazine', 'tetracycline']",sulfamethazine
